koi_disposition,koi_prad,koi_teq,koi_period
FALSE POSITIVE,105.07,1737,4.200206781
FALSE POSITIVE,26.96,1036,6.091954982000001
FALSE POSITIVE,42.33,1628,0.76647343
FALSE POSITIVE,0.88,1059,5.2436639000000005
FALSE POSITIVE,0.27,2356,0.56678702
FALSE POSITIVE,0.79,1193,2.19642864
FALSE POSITIVE,82.04,1793,2.19635512
FALSE POSITIVE,66.69,727,26.71841755
FALSE POSITIVE,3.5,3886,0.615787196
FALSE POSITIVE,43.68,1896,1.025534511
FALSE POSITIVE,53.4,1050,7.64941291
FALSE POSITIVE,51.06,811,13.17480793
FALSE POSITIVE,26.41,2173,0.655094658
FALSE POSITIVE,67.05,2594,0.692239369
FALSE POSITIVE,246.75,2630,1.575710265
FALSE POSITIVE,1.07,1571,3.6972959000000003
FALSE POSITIVE,33.93,987,6.855624762000001
FALSE POSITIVE,15.47,428,80.70606409999999
FALSE POSITIVE,1.22,1428,2.17814513
FALSE POSITIVE,0.44,1404,1.089057762
CANDIDATE,0.83,1007,3.90735046
FALSE POSITIVE,34.05,1709,0.626431697
FALSE POSITIVE,80.71,1815,2.6963549739999997
FALSE POSITIVE,53.72,759,14.76288917
FALSE POSITIVE,1.2,2308,1.463775066
FALSE POSITIVE,2.02,302,246.87131000000002
FALSE POSITIVE,129.87,2905,1.5590902819999999
FALSE POSITIVE,149.19,1174,15.54135882
FALSE POSITIVE,1.21,999,12.817701199999998
FALSE POSITIVE,104.26,2092,2.274628199
FALSE POSITIVE,11.4,741,85.33839300000001
FALSE POSITIVE,59.94,1878,5.499941793
FALSE POSITIVE,34.05,1291,2.629870555
CANDIDATE,0.67,1633,0.947554749
FALSE POSITIVE,82.03,1204,6.62761199
FALSE POSITIVE,74.25,1014,28.59788033
FALSE POSITIVE,50.74,242,252.1638623
FALSE POSITIVE,98.04,2547,1.1240338220000001
FALSE POSITIVE,47.68,1661,2.796661168
FALSE POSITIVE,46.3,1501,1.83592242
FALSE POSITIVE,6.15,792,128.208643
FALSE POSITIVE,104.57,1555,8.784575777
FALSE POSITIVE,56.11,1716,1.949700508
FALSE POSITIVE,571.07,2063,3.7359934839999998
FALSE POSITIVE,46.59,1505,0.639721284
CANDIDATE,0.87,1391,1.002591901
CANDIDATE,0.98,1291,3.37116682
FALSE POSITIVE,2.83,831,5.243466400000001
FALSE POSITIVE,0.91,1056,5.2441517
FALSE POSITIVE,0.58,1054,5.2443332
FALSE POSITIVE,51.9,657,20.72606991
FALSE POSITIVE,1.15,2457,0.566794934
FALSE POSITIVE,0.88,2260,0.5668002870000001
FALSE POSITIVE,1.54,2160,0.566791946
FALSE POSITIVE,1.07,2383,0.566801325
FALSE POSITIVE,29.77,798,14.85441567
FALSE POSITIVE,33.8,463,38.47674409
CANDIDATE,0.91,1266,6.613671000000001
FALSE POSITIVE,1.54,2480,1.79621807
CANDIDATE,0.76,1653,1.48062814
FALSE POSITIVE,21.07,1590,1.12679793
FALSE POSITIVE,88.64,2795,0.998217563
FALSE POSITIVE,0.48,1444,0.58640848
FALSE POSITIVE,127.38,972,33.46947449
FALSE POSITIVE,2.63,251,349.85525
FALSE POSITIVE,83.26,1852,2.488812012
FALSE POSITIVE,1.09,2360,0.51811818
CANDIDATE,0.97,1805,1.057080807
FALSE POSITIVE,71.55,771,21.29473387
CANDIDATE,1.62,784,13.495949599999998
FALSE POSITIVE,131.41,2422,2.0451662059999998
FALSE POSITIVE,2.11,2348,2.41349123
CANDIDATE,1.61,664,43.2675604
FALSE POSITIVE,68.93,1375,9.762550001000001
CANDIDATE,0.68,648,16.916338600000003
FALSE POSITIVE,1.16,2049,2.521265
FALSE POSITIVE,41.84,605,13.78252221
FALSE POSITIVE,0.73,1434,1.89121656
FALSE POSITIVE,61.45,1000,10.26561325
FALSE POSITIVE,0.57,2192,0.7309567159999999
FALSE POSITIVE,1.54,932,7.04715073
FALSE POSITIVE,95.86,2410,3.58966681
FALSE POSITIVE,92.55,2344,0.9612925609999999
FALSE POSITIVE,71.45,486,63.68192888
FALSE POSITIVE,81.28,1992,1.246585716
FALSE POSITIVE,1.51,2489,0.898932836
FALSE POSITIVE,59.02,931,7.304451735
FALSE POSITIVE,37.78,1389,1.181046137
FALSE POSITIVE,43.23,2102,2.025580416
FALSE POSITIVE,22.46,1141,20.28281916
FALSE POSITIVE,139.59,1755,4.9313659869999995
FALSE POSITIVE,44.91,257,345.1846728
FALSE POSITIVE,1.1,1249,5.2436612
FALSE POSITIVE,0.48,860,3.7789374
FALSE POSITIVE,1.04,1258,2.49904083
FALSE POSITIVE,0.75,2137,1.99567242
FALSE POSITIVE,0.57,2116,0.89879279
FALSE POSITIVE,1.17,2027,0.566793818
FALSE POSITIVE,1.04,2270,0.566797474
FALSE POSITIVE,50.53,1648,1.585673651
FALSE POSITIVE,47.71,787,14.79721916
FALSE POSITIVE,54.35,1454,2.897829967
FALSE POSITIVE,47.64,1416,0.7064286340000001
FALSE POSITIVE,40.3,1559,1.46842648
FALSE POSITIVE,16.24,1113,2.535389624
FALSE POSITIVE,1.42,2520,1.627538928
FALSE POSITIVE,28.99,970,1.679585725
FALSE POSITIVE,108.46,1559,5.40346248
FALSE POSITIVE,97.92,8138,0.82484293
FALSE POSITIVE,1.52,954,4.4473549000000006
FALSE POSITIVE,35.8,842,7.51514595
FALSE POSITIVE,186.53,1361,19.23003819
FALSE POSITIVE,31.2,880,21.12000574
CANDIDATE,1.18,1283,1.96682825
CANDIDATE,2.26,1172,4.237447181
FALSE POSITIVE,2.64,2246,3.10197712
FALSE POSITIVE,141.7,2697,3.7478350419999997
FALSE POSITIVE,224.79,622,0.94754848
FALSE POSITIVE,87.4,1831,1.756466865
CANDIDATE,1.5,856,13.2298203
FALSE POSITIVE,0.84,1184,3.71840884
FALSE POSITIVE,47.62,1202,1.703347524
FALSE POSITIVE,0.86,1420,1.70332915
FALSE POSITIVE,16.5,586,20.413812
FALSE POSITIVE,82.22,1287,7.363572395
CANDIDATE,1.26,759,5.90260586
CANDIDATE,2.36,1045,22.80265
FALSE POSITIVE,66.58,3992,1.1209977009999998
FALSE POSITIVE,378.99,4440,1.8749677480000002
FALSE POSITIVE,1.26,618,21.926779
CANDIDATE,1.34,667,27.2173855
FALSE POSITIVE,1.83,254,501.90702999999996
CANDIDATE,0.65,532,6.27651592
FALSE POSITIVE,61.66,1404,3.115304946
FALSE POSITIVE,1.66,906,12.426926400000001
FALSE POSITIVE,1.88,976,12.4261809
CANDIDATE,39.52,1994,0.61810542
FALSE POSITIVE,101.02,1829,2.158398259
FALSE POSITIVE,64333.8,491,359.534371
FALSE POSITIVE,0.68,1801,2.2127498
FALSE POSITIVE,96.65,2056,2.25353739
FALSE POSITIVE,114.45,1004,17.99646148
FALSE POSITIVE,78.6,2137,1.386249249
FALSE POSITIVE,0.64,2755,0.566795728
FALSE POSITIVE,0.75,2204,0.5667808360000001
FALSE POSITIVE,52.93,701,15.44605962
CANDIDATE,32.19,1850,1.790518325
CANDIDATE,1.87,585,40.7698541
FALSE POSITIVE,0.87,2297,1.03905082
FALSE POSITIVE,61.56,1132,7.140373046000001
FALSE POSITIVE,112.28,2317,2.496328637
FALSE POSITIVE,30.85,747,16.31328124
CANDIDATE,1.08,1178,5.01880305
FALSE POSITIVE,52.0,1548,1.583334941
CANDIDATE,1.15,237,299.70687999999996
FALSE POSITIVE,1.04,811,7.932019099999999
FALSE POSITIVE,1.85,930,8.4804737
FALSE POSITIVE,62.69,1264,4.994773558
FALSE POSITIVE,267.59,3771,1.105094098
FALSE POSITIVE,28.44,1713,0.9523778620000001
FALSE POSITIVE,59.71,1728,1.941635737
FALSE POSITIVE,68.65,2959,0.539445498
FALSE POSITIVE,0.91,1177,2.52122764
FALSE POSITIVE,28.22,221,475.91705999999994
FALSE POSITIVE,0.9,2274,0.8582858440000001
CANDIDATE,0.84,579,4.88446644
CANDIDATE,1.55,1529,3.03359398
CANDIDATE,20.91,963,9.3888216
FALSE POSITIVE,191.42,2701,2.115510941
FALSE POSITIVE,1.98,1979,1.015044104
FALSE POSITIVE,55.69,1436,3.711013336
FALSE POSITIVE,0.85,1135,2.97586085
FALSE POSITIVE,78.3,1316,4.426344495
FALSE POSITIVE,110.91,2649,0.957823876
FALSE POSITIVE,62.08,527,30.96021667
FALSE POSITIVE,157.82,2657,2.470283788
FALSE POSITIVE,0.7,1743,1.23513471
FALSE POSITIVE,81.1,994,10.21712165
FALSE POSITIVE,0.51,1854,0.618060842
FALSE POSITIVE,1.3,685,12.423215800000001
FALSE POSITIVE,1.66,1205,4.320693299999999
FALSE POSITIVE,46.92,1053,16.48679636
FALSE POSITIVE,68.52,631,20.14880771
FALSE POSITIVE,43.5,1293,1.142946648
FALSE POSITIVE,89.71,1096,7.217010987
FALSE POSITIVE,0.66,2040,0.566791802
FALSE POSITIVE,99.05,1737,2.2457387769999997
FALSE POSITIVE,0.74,1479,2.24572117
FALSE POSITIVE,49.53,1288,2.316171991
FALSE POSITIVE,23.19,2313,0.566813319
FALSE POSITIVE,91.26,971,28.78725751
FALSE POSITIVE,30.54,1490,0.835315046
CANDIDATE,1.08,1072,6.29340543
FALSE POSITIVE,0.41,1473,0.706430188
CANDIDATE,1.14,1566,0.78430061
FALSE POSITIVE,67.43,1502,2.665875491
FALSE POSITIVE,0.99,1663,2.6658312
CANDIDATE,1.45,661,22.786522
FALSE POSITIVE,50.28,1542,2.028512246
FALSE POSITIVE,28.37,5080,1.332545609
FALSE POSITIVE,16.03,4529,1.33256256
FALSE POSITIVE,0.67,1369,1.33258981
CANDIDATE,3.29,577,8.7396758
CANDIDATE,1.2,432,50.0122
FALSE POSITIVE,2.5,993,28.7850347
FALSE POSITIVE,406.97,1925,6.096030635
FALSE POSITIVE,1.17,945,5.9371708
FALSE POSITIVE,18.93,1980,0.577844035
FALSE POSITIVE,1.8,2340,1.75147897
CANDIDATE,0.74,1034,3.17796408
CANDIDATE,1.18,1047,3.05293416
CANDIDATE,1.32,1046,7.501793400000001
CANDIDATE,1.46,1840,0.912351255
CANDIDATE,2.06,1074,12.470111099999999
FALSE POSITIVE,84.49,2051,3.495457889
FALSE POSITIVE,22.11,1016,4.01668015
FALSE POSITIVE,0.83,2072,0.513482156
FALSE POSITIVE,1.94,331,225.66716
FALSE POSITIVE,1.01,1079,4.24748886
FALSE POSITIVE,2.12,2858,1.000012952
FALSE POSITIVE,51.97,1347,0.878803439
FALSE POSITIVE,1.88,764,8.65303996
FALSE POSITIVE,8.43,1551,12.425744199999999
FALSE POSITIVE,2.17,755,12.425424099999999
FALSE POSITIVE,0.47,1961,0.7551092709999999
FALSE POSITIVE,1.02,1447,1.75251585
FALSE POSITIVE,1.08,815,8.27923132
FALSE POSITIVE,69.18,1507,2.212877035
FALSE POSITIVE,7.22,3189,0.515875396
FALSE POSITIVE,0.93,1381,2.83401711
FALSE POSITIVE,0.64,1350,0.566803996
FALSE POSITIVE,0.77,1649,0.566799927
FALSE POSITIVE,0.79,1984,0.566786121
FALSE POSITIVE,1.29,3111,0.566802891
FALSE POSITIVE,0.47,1754,1.01884975
CANDIDATE,0.81,834,10.9279755
FALSE POSITIVE,44.56,448,32.4403392
FALSE POSITIVE,74.23,1790,2.62387291
FALSE POSITIVE,105.82,1967,3.6716610960000002
FALSE POSITIVE,1.22,3024,0.50948306
FALSE POSITIVE,42.05,1236,1.890227354
FALSE POSITIVE,0.68,1707,1.38718209
FALSE POSITIVE,59.24,1281,3.138580493
FALSE POSITIVE,161858.0,639,581.0723
CANDIDATE,1.17,929,10.217058900000001
FALSE POSITIVE,28.69,1033,2.14344093
FALSE POSITIVE,20.51,547,9.058487716
FALSE POSITIVE,90.93,656,39.23814157
FALSE POSITIVE,31.39,968,7.436016459
CANDIDATE,11.03,1330,27.5837778
FALSE POSITIVE,45.9,594,14.36102158
FALSE POSITIVE,28.97,810,14.84424039
FALSE POSITIVE,188.89,2565,4.42158021
CANDIDATE,3.45,2209,3.14735789
FALSE POSITIVE,17.21,549,10.11614452
FALSE POSITIVE,151.56,2927,1.9532853209999999
CANDIDATE,1.8,1323,2.61090223
CANDIDATE,2.98,1178,17.6637979
CANDIDATE,0.73,856,9.48814747
FALSE POSITIVE,1.57,314,346.36642
FALSE POSITIVE,89.62,1558,3.471399214
FALSE POSITIVE,31.35,938,4.176929219
FALSE POSITIVE,1.96,225,569.45051
FALSE POSITIVE,96.62,1068,18.11208877
CANDIDATE,1.54,723,4.84505985
FALSE POSITIVE,82.42,1378,8.665259912
FALSE POSITIVE,41.38,1032,4.726086185
CANDIDATE,1.81,258,623.7077400000001
FALSE POSITIVE,0.5,1901,1.51945182
FALSE POSITIVE,74.87,604,25.76205672
CANDIDATE,0.69,1356,2.70581614
FALSE POSITIVE,52.8,970,10.76839193
FALSE POSITIVE,0.96,2601,0.7337245040000001
CANDIDATE,2.48,3112,1.28940823
FALSE POSITIVE,0.91,2293,0.566811926
FALSE POSITIVE,0.74,1274,1.69421771
CANDIDATE,1.09,659,13.8086331
FALSE POSITIVE,50.48,1475,2.7394770889999998
FALSE POSITIVE,52.42,1492,4.0286714539999995
FALSE POSITIVE,2.89,3535,0.687004402
FALSE POSITIVE,1.0,1558,0.91839938
FALSE POSITIVE,0.76,3176,0.94356284
CANDIDATE,21.11,1364,2.243569483
CANDIDATE,0.79,1686,2.4376438
FALSE POSITIVE,71.9,2604,0.6517316910000001
FALSE POSITIVE,2.11,438,55.884827
FALSE POSITIVE,3.1,1677,3.75938475
FALSE POSITIVE,26.43,444,10.6840477
FALSE POSITIVE,89.22,2753,2.305097141
FALSE POSITIVE,64.42,618,18.52591745
CANDIDATE,1.09,931,4.15736472
FALSE POSITIVE,43.95,2336,0.5024542989999999
FALSE POSITIVE,47.06,523,27.30815016
FALSE POSITIVE,30.32,1470,1.222127938
FALSE POSITIVE,1.03,1760,0.589753355
FALSE POSITIVE,35.68,1285,0.760935268
CANDIDATE,0.99,1523,2.012094
FALSE POSITIVE,1.13,1825,1.33258772
CANDIDATE,1.38,841,9.476705699999998
CANDIDATE,2.84,321,208.54335
CANDIDATE,0.78,1067,5.039585099999999
CANDIDATE,1.85,1334,7.64370363
CANDIDATE,0.65,1564,2.9590637
FALSE POSITIVE,88.56,932,15.06649153
FALSE POSITIVE,49.38,2078,1.8318297030000001
CANDIDATE,1.16,1039,5.11683678
FALSE POSITIVE,0.94,1793,1.06100327
FALSE POSITIVE,49.63,2194,0.9220305940000001
FALSE POSITIVE,112.24,901,24.71479071
FALSE POSITIVE,12.44,1759,0.607191908
FALSE POSITIVE,19.94,3637,2.2502072999999996
CANDIDATE,1.62,748,17.9925973
FALSE POSITIVE,41.58,1714,0.648775795
FALSE POSITIVE,205.64,4281,0.938905082
FALSE POSITIVE,67.76,850,10.81916946
FALSE POSITIVE,48.86,1431,2.6805144530000002
CANDIDATE,1.11,519,19.164111
FALSE POSITIVE,18.65,5119,0.9700856459999999
FALSE POSITIVE,97.12,1019,11.30098763
FALSE POSITIVE,128.15,2703,2.1825151259999997
FALSE POSITIVE,61.52,1352,2.6594188880000003
FALSE POSITIVE,0.9,1331,1.65546056
FALSE POSITIVE,40.79,1861,1.759276227
FALSE POSITIVE,0.83,2607,0.77996263
CANDIDATE,0.77,1240,0.8002632190000001
FALSE POSITIVE,213.31,1194,18.64632309
CANDIDATE,2.27,217,441.17369
FALSE POSITIVE,0.62,627,3.6673004999999996
FALSE POSITIVE,107.13,2860,0.773144492
FALSE POSITIVE,51.5,673,50.44028536
FALSE POSITIVE,40.58,1236,3.255385289
FALSE POSITIVE,0.81,1963,7.4185369
FALSE POSITIVE,56.23,1136,15.68434493
FALSE POSITIVE,98.13,2468,1.400991827
CANDIDATE,1.42,692,19.2532128
FALSE POSITIVE,2.41,3885,0.533628226
CANDIDATE,1.39,1454,1.817079849
FALSE POSITIVE,95.98,1247,8.04963472
CANDIDATE,0.92,694,23.378773300000002
CANDIDATE,4.11,576,15.09984259
FALSE POSITIVE,1.0,1094,1.22775105
CANDIDATE,1.3,605,15.3416245
FALSE POSITIVE,16.79,630,7.214721393
CONFIRMED,2.44,305,8.15275885
FALSE POSITIVE,0.81,919,3.18740907
FALSE POSITIVE,1.12,3152,0.962815183
FALSE POSITIVE,12.63,1969,0.696290095
CANDIDATE,1.98,1362,10.0714369
FALSE POSITIVE,9.39,551,24.09002065
FALSE POSITIVE,40.68,1469,2.666961614
FALSE POSITIVE,2.22,3020,1.17430183
FALSE POSITIVE,51.71,877,15.03946452
FALSE POSITIVE,0.83,1633,1.05680287
FALSE POSITIVE,20.76,1655,0.787122102
FALSE POSITIVE,24.27,4340,2.15045295
FALSE POSITIVE,1.92,2803,1.21607873
FALSE POSITIVE,124.34,824,38.49536985
FALSE POSITIVE,1.07,1206,4.18224416
FALSE POSITIVE,36.82,2188,0.6430028210000001
CANDIDATE,2.78,314,383.85362000000003
FALSE POSITIVE,2.04,637,18.360223899999998
FALSE POSITIVE,2.4,604,24.996068
CANDIDATE,0.89,536,8.9429645
CANDIDATE,1.11,1180,2.4056253030000003
FALSE POSITIVE,0.96,1976,0.773595312
FALSE POSITIVE,429.0,779,44.82732381
FALSE POSITIVE,24.64,642,7.535894184
FALSE POSITIVE,2.88,2129,0.562498925
FALSE POSITIVE,90.39,1993,2.441988077
CANDIDATE,0.92,1640,0.8399071579999999
FALSE POSITIVE,35.67,1473,0.82820657
CANDIDATE,2.32,1824,1.7613778000000002
FALSE POSITIVE,34.24,714,5.61386908
FALSE POSITIVE,34.03,679,9.93442075
FALSE POSITIVE,1.21,792,8.589364400000001
FALSE POSITIVE,140.07,1412,8.589644815
CANDIDATE,1.6,1101,1.758599866
CANDIDATE,29.91,1410,1.260575815
FALSE POSITIVE,0.96,1896,0.6091252460000001
CANDIDATE,1.1,778,14.1573717
FALSE POSITIVE,49.66,1551,1.566528935
CANDIDATE,1.04,1369,6.31915999
CANDIDATE,0.77,1470,2.58393841
FALSE POSITIVE,22.24,1911,0.87630504
CANDIDATE,0.62,1079,6.5595368
CANDIDATE,0.74,461,31.532298699999995
FALSE POSITIVE,14.0,397,15.58279473
FALSE POSITIVE,40.85,1153,2.908454772
FALSE POSITIVE,117.33,2850,1.540395674
FALSE POSITIVE,2.43,1797,2.344138713
FALSE POSITIVE,2.03,217,589.74851
FALSE POSITIVE,82.92,585,235.29761729999998
FALSE POSITIVE,1.3,600,36.136967999999996
FALSE POSITIVE,0.63,1678,0.93376738
FALSE POSITIVE,0.84,1371,0.93374073
FALSE POSITIVE,0.6,1625,0.9337473
FALSE POSITIVE,0.89,713,21.6817115
FALSE POSITIVE,2.13,305,466.08100999999994
CANDIDATE,0.6,1337,4.02018903
FALSE POSITIVE,3.92,3318,0.71059239
FALSE POSITIVE,44.77,1840,3.36379289
CANDIDATE,0.73,485,4.98792404
FALSE POSITIVE,0.55,2012,0.907818056
FALSE POSITIVE,1.0,2073,0.93373761
FALSE POSITIVE,1.53,2837,0.687739345
FALSE POSITIVE,77.01,895,11.63785889
CANDIDATE,2.27,568,91.64998299999999
FALSE POSITIVE,417.01,5718,0.9380745359999999
FALSE POSITIVE,12.44,4203,0.98376204
CANDIDATE,4.9,1158,44.113873
FALSE POSITIVE,2.94,3285,0.8929888770000001
FALSE POSITIVE,73.1,220,374.51648
FALSE POSITIVE,1.29,724,10.3482112
FALSE POSITIVE,139.55,295,374.514471
CANDIDATE,1.98,263,482.62010999999995
FALSE POSITIVE,8.86,3786,1.5259247459999998
FALSE POSITIVE,20.12,915,12.82252496
CANDIDATE,0.94,721,10.1551587
FALSE POSITIVE,2.6,3758,0.648772102
FALSE POSITIVE,6.09,5094,0.93705132
FALSE POSITIVE,1.85,464,451.86579000000006
CANDIDATE,1.46,143,608.20572
FALSE POSITIVE,1.21,3042,0.532854237
CANDIDATE,1.59,1103,91.069934
FALSE POSITIVE,1.08,2791,0.566802672
FALSE POSITIVE,0.84,2280,0.566785459
FALSE POSITIVE,0.88,2222,0.5668004
FALSE POSITIVE,18.68,352,38.51077573
FALSE POSITIVE,1.1,2081,0.577910513
FALSE POSITIVE,1.13,2680,0.566807422
CANDIDATE,2.57,257,366.088938
CANDIDATE,7.01,364,414.45007999999996
CANDIDATE,1.55,132,381.97977000000003
CANDIDATE,1.57,572,67.412998
FALSE POSITIVE,36.9,1235,10.4212788
FALSE POSITIVE,59.33,4233,0.778705577
CANDIDATE,6140.44,274,293.70696
FALSE POSITIVE,81.48,655,27.79576243
FALSE POSITIVE,23.52,470,28.16261258
FALSE POSITIVE,2.46,1310,9.0584662
FALSE POSITIVE,2.51,384,362.747593
FALSE POSITIVE,1.57,3380,0.536650344
FALSE POSITIVE,67.96,1712,2.537081943
FALSE POSITIVE,82.4,600,45.03558951
CANDIDATE,1.05,785,14.461834
CANDIDATE,0.96,312,362.22202000000004
FALSE POSITIVE,2.18,260,428.1186
FALSE POSITIVE,39.76,1637,1.42796645
FALSE POSITIVE,1.17,1559,3.34465934
FALSE POSITIVE,0.62,337,117.76100000000001
CANDIDATE,1.5,303,106.25976000000001
FALSE POSITIVE,45.92,875,15.24933591
CONFIRMED,2.25,299,37.6333868
CANDIDATE,9.2,1378,6.2089181
FALSE POSITIVE,30.47,1551,0.755049082
FALSE POSITIVE,0.95,1217,2.44200193
FALSE POSITIVE,40.08,1351,3.62944008
CANDIDATE,0.61,1136,3.64049242
FALSE POSITIVE,65.47,3024,0.567493852
FALSE POSITIVE,0.58,1254,4.32744048
CANDIDATE,3.66,1144,4.29251656
FALSE POSITIVE,0.77,2501,0.97705114
FALSE POSITIVE,65.6,1197,14.08677696
FALSE POSITIVE,90.34,2341,1.245342215
CANDIDATE,0.8,1028,5.52507406
CANDIDATE,0.64,1415,0.694611128
FALSE POSITIVE,1.14,1666,0.93373716
CANDIDATE,0.85,2006,0.9337281959999999
CANDIDATE,1.73,919,10.6982275
FALSE POSITIVE,1.83,988,19.164449800000003
FALSE POSITIVE,43.47,1733,0.89627093
FALSE POSITIVE,68.69,2174,1.161947482
CANDIDATE,1.32,998,3.09383248
FALSE POSITIVE,30.11,679,10.06468789
FALSE POSITIVE,51.72,523,30.97176647
FALSE POSITIVE,56.94,942,17.91874306
FALSE POSITIVE,0.81,778,5.2439542
FALSE POSITIVE,1.77,583,37.537859000000005
FALSE POSITIVE,1.16,583,26.240243800000002
FALSE POSITIVE,50.0,610,27.81892382
FALSE POSITIVE,0.47,862,1.58826263
CANDIDATE,1.08,606,13.4450174
FALSE POSITIVE,131.16,2378,1.507100589
FALSE POSITIVE,2.22,292,328.0485
FALSE POSITIVE,0.75,1297,3.55643514
FALSE POSITIVE,40.62,958,5.321224925
FALSE POSITIVE,0.65,1415,1.72128752
FALSE POSITIVE,55.34,1397,12.496434599999999
FALSE POSITIVE,58.51,990,13.25413407
FALSE POSITIVE,62.9,2001,5.801881299
FALSE POSITIVE,79.17,622,42.03209608
FALSE POSITIVE,8.99,236,204.280255
FALSE POSITIVE,0.76,743,5.2438269
FALSE POSITIVE,71.42,592,30.47651885
CANDIDATE,1.26,674,11.3251153
FALSE POSITIVE,87.26,2651,0.784294574
FALSE POSITIVE,0.81,1003,2.5212708
FALSE POSITIVE,149.52,1371,8.209514329
FALSE POSITIVE,74.77,1818,1.8824381819999998
FALSE POSITIVE,66.65,845,17.94632811
CONFIRMED,4.27,282,374.878133
FALSE POSITIVE,43.95,1733,1.6208136969999998
CANDIDATE,0.22,509,0.9951412000000001
FALSE POSITIVE,3.13,1399,5.7768734
FALSE POSITIVE,55.3,937,5.08840787
FALSE POSITIVE,299.87,4319,1.0535736740000001
CANDIDATE,2.16,242,377.501257
FALSE POSITIVE,1.42,3141,0.44782061799999995
CANDIDATE,1.16,1208,0.92623983
FALSE POSITIVE,256.2,2434,3.5210506789999996
FALSE POSITIVE,15.82,2371,1.463148937
FALSE POSITIVE,0.96,1228,4.44709107
FALSE POSITIVE,69.8,661,20.73374857
FALSE POSITIVE,0.43,2050,0.561524348
FALSE POSITIVE,29.19,704,9.948701372999999
FALSE POSITIVE,26.57,1873,0.585940879
FALSE POSITIVE,200346.0,774,410.88527
FALSE POSITIVE,108.33,2275,2.4279678430000002
CANDIDATE,7.62,625,6.33342309
FALSE POSITIVE,52.66,904,9.12208711
FALSE POSITIVE,6.85,733,361.51099
FALSE POSITIVE,63.14,894,10.88242209
FALSE POSITIVE,42.06,1114,1.734221252
FALSE POSITIVE,73.59,1136,10.26782676
CANDIDATE,0.94,416,12.948925599999999
FALSE POSITIVE,110.14,3834,0.609662423
FALSE POSITIVE,6.57,932,1.89114441
FALSE POSITIVE,0.64,1890,0.566797404
FALSE POSITIVE,25.98,1207,1.258274109
CANDIDATE,1.24,1017,6.76890076
FALSE POSITIVE,1.19,1825,1.7317957999999998
FALSE POSITIVE,81.61,1167,5.627911312999999
FALSE POSITIVE,0.75,1654,2.24294107
FALSE POSITIVE,13.92,647,2.1890970000000003
FALSE POSITIVE,52.52,1230,2.534740757
FALSE POSITIVE,118.28,2178,1.8275588980000002
CANDIDATE,0.81,1917,0.565713361
FALSE POSITIVE,119.64,1846,7.047106212
FALSE POSITIVE,8.93,2003,0.933747375
CANDIDATE,1.86,444,43.535891
FALSE POSITIVE,1.27,1900,0.5667998329999999
FALSE POSITIVE,30.92,684,22.67314568
FALSE POSITIVE,1.12,2913,0.6844963690000001
FALSE POSITIVE,38.21,779,8.643550046
FALSE POSITIVE,106.84,2710,1.0254659240000001
FALSE POSITIVE,140.23,2783,2.30118753
FALSE POSITIVE,0.63,1326,1.33256167
FALSE POSITIVE,124.05,1492,5.357409918
FALSE POSITIVE,102.12,2103,2.2644717130000003
CANDIDATE,0.56,1379,2.44693823
FALSE POSITIVE,53.63,1204,1.9263669980000002
FALSE POSITIVE,0.85,1938,0.876941133
FALSE POSITIVE,68.58,1083,10.67459836
FALSE POSITIVE,58.32,869,11.57894687
CONFIRMED,1.36,1016,2.853133997
FALSE POSITIVE,26.93,1477,0.9958614020000001
CANDIDATE,5.04,364,80.9669561
CONFIRMED,2.47,964,13.07141889
FALSE POSITIVE,1.72,2513,0.616343903
CANDIDATE,2.55,158,373.41508999999996
CANDIDATE,1.69,842,17.634272
FALSE POSITIVE,8.8,1410,3.1748772
FALSE POSITIVE,42.1,1664,1.827660875
CANDIDATE,2.68,298,240.192808
FALSE POSITIVE,39.79,515,22.27119851
FALSE POSITIVE,0.95,743,3.45423296
CANDIDATE,1.58,517,29.9315174
FALSE POSITIVE,42.15,1159,5.024768971
FALSE POSITIVE,34.88,489,35.02656485
FALSE POSITIVE,58.19,809,8.258181992999999
FALSE POSITIVE,1.53,1792,2.66811113
FALSE POSITIVE,0.58,1062,0.423854275
CANDIDATE,1.79,1113,8.9772888
FALSE POSITIVE,1.17,702,14.5862195
CANDIDATE,0.79,1014,3.62657392
FALSE POSITIVE,52.75,1475,0.634946497
FALSE POSITIVE,0.58,1180,0.566800113
FALSE POSITIVE,10.97,1249,1.2919642820000001
FALSE POSITIVE,70.52,1370,2.980479588
CANDIDATE,0.78,1052,7.893532400000001
CANDIDATE,0.82,1684,1.36752316
CANDIDATE,1.09,2688,1.04347858
FALSE POSITIVE,37.24,981,4.702495974
FALSE POSITIVE,1.82,1455,1.705782214
FALSE POSITIVE,1.49,2373,0.646745436
FALSE POSITIVE,31.51,2026,0.962590772
FALSE POSITIVE,4.4,228,364.33929
CANDIDATE,2.3,242,482.51700999999997
FALSE POSITIVE,27.79,613,28.50787754
CANDIDATE,2.52,367,148.179343
FALSE POSITIVE,23.42,530,476.72730199999995
FALSE POSITIVE,20.96,5714,0.8903331
FALSE POSITIVE,74.5,660,34.18830271
FALSE POSITIVE,35.68,942,4.4082957160000005
FALSE POSITIVE,89.95,2148,2.954598
FALSE POSITIVE,0.62,1076,3.04459739
